id,uid,type,data,created_at,updated_at
324,cc30bdc3-df14-4829-a55e-c4e79990d190,SHARE_SCAN_LOCATION,"{""_id"": ""a0892be3-87c1-4c45-a981-2c018f64bd3b"", ""_rev"": ""1-ec651089c18765665e388eacc00d4f06"", ""time"": ""2020-04-24T17:14:12.927Z"", ""bearing"": 0, ""accuracy"": 17.437999725341797, ""altitude"": -29.69999885559082, ""latitude"": 23.7578823, ""longitude"": 90.3680635, ""breaking_accuracy"": 0}","2020-04-24 17:14:13","2020-04-24 17:14:13"
325,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""2e682755-ab06-4baa-8f04-dc4d099748f5"", ""_rev"": ""1-0d75268c7c344798ff34837761794e5c"", ""time"": ""2020-04-24T17:14:34.499Z"", ""screen"": ""get-home""}","2020-04-24 17:14:35","2020-04-24 17:14:35"
326,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""f9e82174-69db-4023-8f29-9ae89b1d622e"", ""_rev"": ""1-6ca1218503ddf7092c6ba5cdeeee4c28"", ""time"": ""2020-04-24T17:14:35.175Z"", ""screen"": ""get-home""}","2020-04-24 17:14:35","2020-04-24 17:14:35"
327,cc30bdc3-df14-4829-a55e-c4e79990d190,SELF_PROFILE_VIEW,"{""_id"": ""f0b1cda0-9323-4a0b-a3b9-199a90d9d2a8"", ""_rev"": ""1-515fc39f1f27318b5ce90073c565979b"", ""time"": ""2020-04-24T17:14:37.844Z""}","2020-04-24 17:14:38","2020-04-24 17:14:38"
328,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""f3cb8206-f6e2-4ea8-a99d-279d79a49317"", ""_rev"": ""1-11507ca7f25208df815dbc2709d9dae8"", ""time"": ""2020-04-24T17:14:43.355Z"", ""screen"": ""get-home""}","2020-04-24 17:14:44","2020-04-24 17:14:44"
329,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""9d93af9e-9bad-4166-bc96-cdfc6d481d81"", ""_rev"": ""1-6135bed78f13ae8cec76474461da2453"", ""time"": ""2020-04-24T17:14:45.013Z"", ""screen"": ""get-home""}","2020-04-24 17:14:45","2020-04-24 17:14:45"
330,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""988c6689-ce22-4128-b885-9fd28e01103c"", ""_rev"": ""1-af68b7fc13fcf7def8bde354f61ea91f"", ""time"": ""2020-04-24T17:14:45.884Z"", ""screen"": ""get-home""}","2020-04-24 17:14:46","2020-04-24 17:14:46"
331,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""c51afed4-d259-454b-be8a-6be22dde2139"", ""_rev"": ""1-97f8db773e4bf02b23f90e6f5c49fb48"", ""time"": ""2020-04-24T17:14:46.363Z"", ""screen"": ""get-home""}","2020-04-24 17:14:47","2020-04-24 17:14:47"
332,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""b034209b-3bd7-47c9-868a-28d28f2510d0"", ""_rev"": ""1-e4610de8cbf0b59d026fa1af7285e24e"", ""time"": ""2020-04-24T17:14:46.729Z"", ""screen"": ""get-home""}","2020-04-24 17:14:47","2020-04-24 17:14:47"
333,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""18e26d03-af82-4ebf-a92a-5e880a4f55e4"", ""_rev"": ""1-660a939df62edb047e5894555106c497"", ""time"": ""2020-04-24T17:14:47.313Z"", ""screen"": ""get-home""}","2020-04-24 17:14:47","2020-04-24 17:14:47"
334,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""c455a26c-3ea3-4eaf-b29f-d8e4bba375d1"", ""_rev"": ""1-84c17f271d7f3dca01b5a8fe0ce165e6"", ""time"": ""2020-04-24T17:14:47.810Z"", ""screen"": ""get-home""}","2020-04-24 17:14:48","2020-04-24 17:14:48"
335,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""d7f996c6-c2b3-4504-919f-f9e942668bf6"", ""_rev"": ""1-a279736ca282aa29de796a85e5109ba0"", ""time"": ""2020-04-24T17:14:59.492Z"", ""screen"": ""get-home""}","2020-04-24 17:15:00","2020-04-24 17:15:00"
336,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""d09e81f8-070d-4ba3-b95c-eb174eef0f44"", ""_rev"": ""1-485879927e683faf656ac4f8ee63a324"", ""time"": ""2020-04-24T17:15:00.102Z"", ""screen"": ""get-home""}","2020-04-24 17:15:00","2020-04-24 17:15:00"
337,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""7d626551-c705-46df-aa07-d1e42222553d"", ""_rev"": ""1-e824dba0489ce5fab6857b17e6f016ac"", ""time"": ""2020-04-24T17:15:00.589Z"", ""screen"": ""get-home""}","2020-04-24 17:15:01","2020-04-24 17:15:01"
338,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""60acd05a-62bb-4648-b8ce-2712fcd875b6"", ""_rev"": ""1-8aaf20afd01d8e5e7d7975e55c0b3b9d"", ""time"": ""2020-04-24T17:15:00.908Z"", ""screen"": ""get-home""}","2020-04-24 17:15:01","2020-04-24 17:15:01"
339,cc30bdc3-df14-4829-a55e-c4e79990d190,SHARE_SCAN,"{""_id"": ""f9018212-fcf0-48a4-9c97-efeef5aa8fc9"", ""_rev"": ""1-13a26252123dde75a7c13401caa85318"", ""time"": ""2020-04-24T17:15:01.550Z""}","2020-04-24 17:15:02","2020-04-24 17:15:02"
340,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""441a7f8d-eb4e-4b79-a330-55d4b65a3e0c"", ""_rev"": ""1-a8a4a9864a0fa9965667860175356402"", ""time"": ""2020-04-24T17:15:02.725Z"", ""screen"": ""get-home""}","2020-04-24 17:15:03","2020-04-24 17:15:03"
341,cc30bdc3-df14-4829-a55e-c4e79990d190,SELF_PROFILE_VIEW,"{""_id"": ""6ded02e6-c967-45de-b39b-c3ba2f2709b3"", ""_rev"": ""1-241642af8e5f80a04afa49a2a9a22ba8"", ""time"": ""2020-04-24T17:15:38.552Z""}","2020-04-24 17:15:39","2020-04-24 17:15:39"
342,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""8402cf91-0976-4427-b52e-2e33a599f8cc"", ""_rev"": ""1-3b50bee4f276ede2631ef77f1a089bd5"", ""time"": ""2020-04-24T17:15:39.634Z"", ""screen"": ""get-home""}","2020-04-24 17:15:40","2020-04-24 17:15:40"
343,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""92f9ac79-3535-4acd-8531-2584b4b2697a"", ""_rev"": ""1-833be8dc5bb909d47c0c61dd04ca8344"", ""time"": ""2020-04-24T17:15:41.363Z"", ""screen"": ""get-home""}","2020-04-24 17:15:42","2020-04-24 17:15:42"
344,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""476c5e53-d4bf-48b1-a18b-8ca4605fe28f"", ""_rev"": ""1-4ba92e0dab2e049938b6cffc4b9ed331"", ""time"": ""2020-04-24T17:15:43.029Z"", ""screen"": ""get-home""}","2020-04-24 17:15:43","2020-04-24 17:15:43"
345,cc30bdc3-df14-4829-a55e-c4e79990d190,SELF_PROFILE_VIEW,"{""_id"": ""bf73efe9-f865-47c5-b450-86e4b2a668f0"", ""_rev"": ""1-5573eebc4ab335b2b72803c43a96e9d7"", ""time"": ""2020-04-24T17:15:46.616Z""}","2020-04-24 17:15:47","2020-04-24 17:15:47"
346,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""057f9ac9-ec2d-4f78-8f62-43fe08db62c8"", ""_rev"": ""1-6f5edd30e3a58b4f4fe04d22ec6756ce"", ""time"": ""2020-04-24T17:15:47.517Z"", ""screen"": ""get-home""}","2020-04-24 17:15:48","2020-04-24 17:15:48"
347,cc30bdc3-df14-4829-a55e-c4e79990d190,SELF_PROFILE_VIEW,"{""_id"": ""db9e174f-b7ca-430c-963a-85b95be9606a"", ""_rev"": ""1-8d302b8b0e2c7da528d091282f43f781"", ""time"": ""2020-04-24T17:17:12.742Z""}","2020-04-24 17:17:13","2020-04-24 17:17:13"
348,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""b3c8e930-4b6e-4590-a291-f8cbc7787ace"", ""_rev"": ""1-b19b6bc2d11a071f83c45efa2f162c49"", ""time"": ""2020-04-24T17:17:14.657Z"", ""screen"": ""get-home""}","2020-04-24 17:17:15","2020-04-24 17:17:15"
349,cc30bdc3-df14-4829-a55e-c4e79990d190,SELF_PROFILE_VIEW,"{""_id"": ""b82f204b-e984-4a09-a6c9-ec7be5de7118"", ""_rev"": ""1-f577eb564434ca79430892c6eb8eb1e9"", ""time"": ""2020-04-24T17:17:17.150Z""}","2020-04-24 17:17:17","2020-04-24 17:17:17"
350,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""f756c571-467d-4b5d-8669-85838ed4e53f"", ""_rev"": ""1-f8dc18ed914c5513ca0186a790608b0f"", ""time"": ""2020-04-24T17:17:17.813Z"", ""screen"": ""get-home""}","2020-04-24 17:17:18","2020-04-24 17:17:18"
351,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""21ea1444-eabd-4c4d-997f-cd400decddc7"", ""_rev"": ""1-918bde8457c5b44cee4deeee8afc7038"", ""time"": ""2020-04-24T17:19:35.845Z"", ""screen"": ""get-home""}","2020-04-24 17:19:39","2020-04-24 17:19:39"
352,3e9313a5-f16c-4636-a163-912a945d377d,OPEN,"{""_id"": ""98faa644-cb0d-4c86-af55-51c7c56eab1e"", ""_rev"": ""1-b721cda8635f0c7355f18ce9d2a531b4"", ""time"": ""2020-04-24T17:20:34.481Z"", ""returning"": false}","2020-04-24 17:20:36","2020-04-24 17:20:36"
353,3e9313a5-f16c-4636-a163-912a945d377d,INSTALLED,"{""_id"": ""9f3ee703-0818-46dc-91f0-dbd68061a21f"", ""_rev"": ""1-a8fd2efe9ced14f3940b086b2fd8b005"", ""time"": ""2020-04-24T17:20:34.639Z"", ""frame_version"": ""0.5""}","2020-04-24 17:20:36","2020-04-24 17:20:36"
354,3e9313a5-f16c-4636-a163-912a945d377d,ACTIVATE,"{""os"": ""9"", ""_id"": ""d089d8be-9d9e-4a00-8458-1d2bac5ef21d"", ""_rev"": ""1-675a45f0f39dd85828a47cc51fccdca8"", ""time"": ""2020-04-24T17:20:34.632Z"", ""model"": ""SM-A505F"", ""screen"": {""width"": 412, ""height"": 892}, ""user_agent"": ""Mozilla/5.0 (Linux; Android 9; SM-A505F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4044.111 Mobile Safari/537.36"", ""manufacturer"": ""samsung""}","2020-04-24 17:20:36","2020-04-24 17:20:36"
355,3e9313a5-f16c-4636-a163-912a945d377d,START,"{""_id"": ""b6fef3ac-64ba-43d9-bcd9-103b7a549dab"", ""_rev"": ""1-61d113e6d727e2175a616f68a1deb191"", ""time"": ""2020-04-24T17:20:37.023Z"", ""with"": ""share""}","2020-04-24 17:20:37","2020-04-24 17:20:37"
356,3e9313a5-f16c-4636-a163-912a945d377d,LOGIN_ATTEMPT,"{""_id"": ""c1280ff6-8aaa-48d7-a728-beaf0854018f"", ""_rev"": ""1-507b64e0ef984630804c4cfe7018c4f9"", ""time"": ""2020-04-24T17:20:50.948Z"", ""number"": ""01630655234""}","2020-04-24 17:20:51","2020-04-24 17:20:51"
357,3e9313a5-f16c-4636-a163-912a945d377d,LOGIN_SUCCESS,"{""_id"": ""41024b15-2655-46e6-89e9-15423ff60ec2"", ""_rev"": ""1-603d11619be20205116f2539cd1a3745"", ""time"": ""2020-04-24T17:21:16.332Z"", ""number"": ""01630655234"", ""target"": ""share-home""}","2020-04-24 17:21:17","2020-04-24 17:21:17"
358,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""53207788-7448-4bc5-9f2b-d94370c30f8f"", ""_rev"": ""1-7b10b3ab791fe9dd5cbbc8e86fc54175"", ""time"": ""2020-04-24T17:21:16.308Z"", ""screen"": ""get-home""}","2020-04-24 17:21:17","2020-04-24 17:21:17"
359,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""db5c7d0c-e04f-4f0f-b563-67fc6e181f99"", ""_rev"": ""1-b5cd5be0a481a5a9bb56781c03ab8d42"", ""time"": ""2020-04-24T17:21:16.328Z"", ""screen"": ""get-home""}","2020-04-24 17:21:17","2020-04-24 17:21:17"
360,3e9313a5-f16c-4636-a163-912a945d377d,SELF_PROFILE_VIEW,"{""_id"": ""a4fa6496-fee5-4a07-9f3a-6349b010748a"", ""_rev"": ""1-d0140875b7445eababf62649d5ebe0ef"", ""time"": ""2020-04-24T17:21:26.510Z""}","2020-04-24 17:21:27","2020-04-24 17:21:27"
361,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""e517bfb9-d332-45e0-85dd-c5823b70ed40"", ""_rev"": ""1-1d2445ca15e944ab76fd9d02488e32dc"", ""time"": ""2020-04-24T17:21:27.717Z"", ""screen"": ""get-home""}","2020-04-24 17:21:28","2020-04-24 17:21:28"
362,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""a59859ea-9872-4755-8ab1-4cc3e159e560"", ""_rev"": ""1-8cbd68ec938558c6e1e3bda76c2c4b5f"", ""time"": ""2020-04-24T17:21:29.701Z"", ""screen"": ""get-home""}","2020-04-24 17:21:30","2020-04-24 17:21:30"
363,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""42f2751a-1d6e-40cb-ae83-10dd68f7e814"", ""_rev"": ""1-db3bc986abe166a96f6e9f27fde7461c"", ""time"": ""2020-04-24T17:21:32.811Z"", ""screen"": ""get-home""}","2020-04-24 17:21:33","2020-04-24 17:21:33"
364,3e9313a5-f16c-4636-a163-912a945d377d,OPEN,"{""_id"": ""7b2c8cb4-d89a-4d39-bc87-ef11946f0f41"", ""_rev"": ""1-e3cf587972782bd0ac786dde5ed0029e"", ""time"": ""2020-04-24T17:21:47.792Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""returning"": true}","2020-04-24 17:21:48","2020-04-24 17:21:48"
365,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""ae29599c-1369-4347-b61e-fe8c1c5a4ec7"", ""_rev"": ""1-d841e8f6d1de862840e192234ff4eae0"", ""time"": ""2020-04-24T17:21:47.819Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""screen"": ""get-home""}","2020-04-24 17:21:48","2020-04-24 17:21:48"
366,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""42c38528-b88e-443f-b0a4-9aa354e97393"", ""_rev"": ""1-4a9ce064179e1502ccb21fb6650c097b"", ""time"": ""2020-04-24T17:21:59.942Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""screen"": ""get-home""}","2020-04-24 17:22:00","2020-04-24 17:22:00"
367,3e9313a5-f16c-4636-a163-912a945d377d,SHARE_SCAN,"{""_id"": ""6c1a090f-d5b6-406d-9ad9-b0980d372df6"", ""_rev"": ""1-76cb2018d4b7e74d161d83f878616ac0"", ""time"": ""2020-04-24T17:22:01.179Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8=""}","2020-04-24 17:22:01","2020-04-24 17:22:01"
368,3e9313a5-f16c-4636-a163-912a945d377d,SHARE_SCAN_LOCATION,"{""_id"": ""fbaf6fee-c90e-4cca-b524-763ea97eb755"", ""_rev"": ""1-2f8e3dbb65a4c934ab11dd5f120f03fd"", ""time"": ""2020-04-24T17:22:01.707Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""bearing"": 267.8435363769531, ""accuracy"": 357.9779968261719, ""altitude"": -29.69999885559082, ""latitude"": 23.7465778, ""longitude"": 90.3860202, ""breaking_accuracy"": 0}","2020-04-24 17:22:02","2020-04-24 17:22:02"
369,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""187515d2-f005-42df-9b9d-0f199e2de7b4"", ""_rev"": ""1-4fbc5222a341164869ac09a4d1aa120f"", ""time"": ""2020-04-24T17:22:03.063Z"", ""screen"": ""get-home""}","2020-04-24 17:22:04","2020-04-24 17:22:04"
370,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""06c8252c-1a97-45e5-a1c9-9667ec694804"", ""_rev"": ""1-4ccdcddeb0a731e311b417eed171ccb7"", ""time"": ""2020-04-24T17:22:06.252Z"", ""screen"": ""get-home""}","2020-04-24 17:22:06","2020-04-24 17:22:06"
371,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""83aeaf22-b11e-4cb3-b8d2-a9243fcf48c5"", ""_rev"": ""1-54c1e29062829c337531f52da7a7ea5e"", ""time"": ""2020-04-24T17:22:06.891Z"", ""screen"": ""get-home""}","2020-04-24 17:22:07","2020-04-24 17:22:07"
372,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""e8b28f14-78b1-464d-98a0-5cb27cf035ae"", ""_rev"": ""1-7140243f5a6bc998b63e655fa5c43c82"", ""time"": ""2020-04-24T17:22:07.501Z"", ""screen"": ""get-home""}","2020-04-24 17:22:08","2020-04-24 17:22:08"
373,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""a80f2e22-0746-4d87-a172-5020dbd08ff5"", ""_rev"": ""1-f57772ee22fa57417c68f42b8028ee1c"", ""time"": ""2020-04-24T17:22:08.129Z"", ""screen"": ""get-home""}","2020-04-24 17:22:08","2020-04-24 17:22:08"
374,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""c97e704d-fe02-44a0-843e-f95084685e2b"", ""_rev"": ""1-4eefc94db1240658deaf8f8f99cbb760"", ""time"": ""2020-04-24T17:22:09.649Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""screen"": ""get-home""}","2020-04-24 17:22:10","2020-04-24 17:22:10"
375,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""e204bc83-a84e-4a13-bd60-9c8927c5dabb"", ""_rev"": ""1-c3a156ed458118266c0ba627cb85025c"", ""time"": ""2020-04-24T17:22:10.069Z"", ""screen"": ""get-home""}","2020-04-24 17:22:10","2020-04-24 17:22:10"
376,3e9313a5-f16c-4636-a163-912a945d377d,SHARE_SCAN,"{""_id"": ""341bd72f-d96d-44e6-968f-83d2b5101eff"", ""_rev"": ""1-38deaafec025ea28066d9f2993427e05"", ""time"": ""2020-04-24T17:22:14.746Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8=""}","2020-04-24 17:22:15","2020-04-24 17:22:15"
377,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""b46f8bfd-e592-4808-aa7f-23a0f22eb235"", ""_rev"": ""1-303ab8884ee794ff9a0878ece38c65e1"", ""time"": ""2020-04-24T17:22:15.955Z"", ""screen"": ""get-home""}","2020-04-24 17:22:16","2020-04-24 17:22:16"
378,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""50cb22d7-37ea-4af3-bbb3-fcf9d5844812"", ""_rev"": ""1-756ae578b4f57e2d69107fecbde90dc5"", ""time"": ""2020-04-24T17:22:16.109Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""screen"": ""get-home""}","2020-04-24 17:22:16","2020-04-24 17:22:16"
379,3e9313a5-f16c-4636-a163-912a945d377d,SELF_PROFILE_VIEW,"{""_id"": ""13960327-a24b-415b-95b7-01fae91887b9"", ""_rev"": ""1-3d9c9a486fe9077384125527e3cd6b8b"", ""time"": ""2020-04-24T17:22:20.451Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8=""}","2020-04-24 17:22:21","2020-04-24 17:22:21"
380,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""7de0bc29-1789-43f2-a6c8-0595b8778a6e"", ""_rev"": ""1-3aa60007091db9780b8b49635e988d9b"", ""time"": ""2020-04-24T17:22:24.254Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""screen"": ""get-home""}","2020-04-24 17:22:24","2020-04-24 17:22:24"
381,cc30bdc3-df14-4829-a55e-c4e79990d190,SELF_PROFILE_VIEW,"{""_id"": ""0cc7ab2f-a13f-40fc-9e1b-ce8a7892adef"", ""_rev"": ""1-5df13237c3185805c22476062771eae5"", ""time"": ""2020-04-24T17:22:24.419Z""}","2020-04-24 17:22:25","2020-04-24 17:22:25"
382,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""2f14e4d6-21d1-499f-bb3b-09e95e3b025f"", ""_rev"": ""1-b375cec35301dfbbef83ab37f17ac2b4"", ""time"": ""2020-04-24T17:22:25.093Z"", ""screen"": ""get-home""}","2020-04-24 17:22:25","2020-04-24 17:22:25"
383,3e9313a5-f16c-4636-a163-912a945d377d,SHARE_SCAN,"{""_id"": ""4e5f4bed-e5f3-42ef-9760-7e6a662a73c3"", ""_rev"": ""1-f60e1b6ed3f2801c625a814c54ddc9d0"", ""time"": ""2020-04-24T17:22:26.004Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8=""}","2020-04-24 17:22:26","2020-04-24 17:22:26"
384,3e9313a5-f16c-4636-a163-912a945d377d,SHARE_SCAN_LOCATION,"{""_id"": ""5c3e1661-fb28-479e-bcd4-f9de029eb630"", ""_rev"": ""1-2affb309b525edb8432b645de7411c32"", ""time"": ""2020-04-24T17:22:28.165Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""bearing"": 0, ""accuracy"": 14.975000381469728, ""altitude"": -31.399999618530273, ""latitude"": 23.7465807, ""longitude"": 90.3860334, ""breaking_accuracy"": 0}","2020-04-24 17:22:28","2020-04-24 17:22:28"
385,3e9313a5-f16c-4636-a163-912a945d377d,SHARE_SCAN_LOCATION,"{""_id"": ""c0f10db8-671e-46a5-b2f6-bfb94ed2a570"", ""_rev"": ""1-0aaf24d03f498fa2b78b7a967c87b88d"", ""time"": ""2020-04-24T17:22:28.163Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""bearing"": 0, ""accuracy"": 14.975000381469728, ""altitude"": -31.399999618530273, ""latitude"": 23.7465807, ""longitude"": 90.3860334, ""breaking_accuracy"": 0}","2020-04-24 17:22:29","2020-04-24 17:22:29"
386,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""7f74ae09-8338-485f-b264-f3877b35d329"", ""_rev"": ""1-98f66b3ad11c1b142a4433e7fdb66927"", ""time"": ""2020-04-24T17:22:29.790Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""screen"": ""get-home""}","2020-04-24 17:22:30","2020-04-24 17:22:30"
387,3e9313a5-f16c-4636-a163-912a945d377d,OPEN,"{""_id"": ""e9c17928-f4a2-4849-a230-8dceb544b889"", ""_rev"": ""1-fa0c927c0d33483afd5d5668baade440"", ""time"": ""2020-04-24T17:22:29.760Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""returning"": true}","2020-04-24 17:22:30","2020-04-24 17:22:30"
388,3e9313a5-f16c-4636-a163-912a945d377d,OPEN,"{""_id"": ""698e6e0c-a175-41ff-89e2-2256bf1717a6"", ""_rev"": ""1-342429fccc85f5274f8a040eee5f1301"", ""time"": ""2020-04-24T17:22:37.094Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""returning"": true}","2020-04-24 17:22:38","2020-04-24 17:22:38"
389,3e9313a5-f16c-4636-a163-912a945d377d,NAVIGATE,"{""_id"": ""c473e029-88fa-4f88-926b-568307322dfc"", ""_rev"": ""1-1caf2c368d9a51a10360a19c7f421f79"", ""time"": ""2020-04-24T17:22:37.121Z"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8="", ""screen"": ""get-home""}","2020-04-24 17:22:38","2020-04-24 17:22:38"
390,3e9313a5-f16c-4636-a163-912a945d377d,START,"{""_id"": ""a9dea0cd-9611-47a8-ac3d-f45f21d86841"", ""_rev"": ""1-be02e15a5457bd48f674d195d3b484bd"", ""time"": ""2020-04-24T17:22:47.942Z"", ""with"": ""share"", ""_token"": ""-86DUGL2R0_zkH93Il_2AesHdNTJfGZvagji_EruYT8=""}","2020-04-24 17:22:48","2020-04-24 17:22:48"
391,3e9313a5-f16c-4636-a163-912a945d377d,OPEN,"{""_id"": ""8db70634-8233-4098-973a-24ccf38c3daf"", ""_rev"": ""1-de858d30b60e0e83fce9cbfcaf9da381"", ""time"": ""2020-04-24T17:23:40.543Z"", ""returning"": false}","2020-04-24 17:23:41","2020-04-24 17:23:41"
392,cc30bdc3-df14-4829-a55e-c4e79990d190,START,"{""_id"": ""009d87c9-1792-4597-9dea-0f9fd5ff57fb"", ""_rev"": ""1-ec2eaeb234ea11429c1cfac06c76bd02"", ""time"": ""2020-04-24T17:25:09.498Z"", ""with"": ""share""}","2020-04-24 17:25:11","2020-04-24 17:25:11"
393,cc30bdc3-df14-4829-a55e-c4e79990d190,START,"{""_id"": ""83286cb0-841f-4577-a586-ad23f9048f16"", ""_rev"": ""1-e168ad49cae5bcbc84e3fc510124e0db"", ""time"": ""2020-04-24T17:25:48.015Z"", ""with"": ""get""}","2020-04-24 17:25:48","2020-04-24 17:25:48"
394,cc30bdc3-df14-4829-a55e-c4e79990d190,LOGIN_ATTEMPT,"{""_id"": ""a60fc030-baad-4ed9-8392-64d07effb314"", ""_rev"": ""1-b1995fa40d57f1f5b8f7323107b38665"", ""time"": ""2020-04-24T17:25:51.451Z"", ""number"": ""01111111111""}","2020-04-24 17:25:52","2020-04-24 17:25:52"
395,cc30bdc3-df14-4829-a55e-c4e79990d190,LOGIN_SUCCESS,"{""_id"": ""7fee1744-d83a-4b58-9e3d-3522b604152e"", ""_rev"": ""1-e706a5fdce557e5c7879f3dad7096dab"", ""time"": ""2020-04-24T17:25:56.378Z"", ""number"": ""01111111111"", ""target"": ""get-home""}","2020-04-24 17:25:57","2020-04-24 17:25:57"
396,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""e234010f-96f5-4e14-994a-f0051e7d6a07"", ""_rev"": ""1-47488f925570d61b7f6de07b094479eb"", ""time"": ""2020-04-24T17:25:56.360Z"", ""screen"": ""get-home""}","2020-04-24 17:25:57","2020-04-24 17:25:57"
397,cc30bdc3-df14-4829-a55e-c4e79990d190,NAVIGATE,"{""_id"": ""40410eb8-2739-45ad-bdc8-6ddf627273bb"", ""_rev"": ""1-daeedaa8e119e4b76ce9d6877ab91773"", ""time"": ""2020-04-24T17:26:06.534Z"", ""screen"": ""get-home""}","2020-04-24 17:26:07","2020-04-24 17:26:07"
